2011-05-27,1058080.00
2011-05-31,1062700.00
2011-06-01,1055044.00
2011-06-02,1053526.00
2011-06-03,1050160.00
2011-06-06,1050160.00
2011-06-07,1050160.00
2011-06-08,1050160.00
2011-06-09,1050160.00
2011-06-10,1050160.00
2011-06-13,1050988.00
2011-06-14,1057972.00
2011-06-15,1051168.00
2011-06-16,1049272.00
2011-06-17,1043416.00
2011-06-20,1037512.00
2011-06-21,1049440.00
2011-06-22,1046224.00
2011-06-23,1056520.00
2011-06-24,1050688.00
2011-06-27,1057492.00
2011-06-28,1061344.00
2011-06-29,1059880.00
2011-06-30,1061824.00
2011-07-01,1070896.00
2011-07-05,1078276.00
2011-07-06,1081060.00
2011-07-07,1087552.00
2011-07-08,1090552.00
2011-07-11,1083736.00
2011-07-12,1083436.00
2011-07-13,1088536.00
2011-07-14,1088236.00
2011-07-15,1096780.00
2011-07-18,1107388.00
2011-07-19,1111036.00
2011-07-20,1123048.00
2011-07-21,1123504.00
2011-07-22,1130692.00
2011-07-25,1136908.00
2011-07-26,1142776.00
2011-07-27,1129840.00
2011-07-28,1128916.00
2011-07-29,1127320.00
2011-08-01,1134808.00
2011-08-02,1125448.00
2011-08-03,1129816.00
2011-08-04,1111660.00
2011-08-05,1107172.00
2011-08-08,1082788.00
2011-08-09,1107640.00
2011-08-10,1095316.00
2011-08-11,1107268.00
2011-08-12,1111204.00
2011-08-15,1118872.00
2011-08-16,1115368.00
2011-08-17,1115320.00
2011-08-18,1098136.00
2011-08-19,1086160.00
2011-08-22,1086652.00
2011-08-23,1107148.00
2011-08-24,1110232.00
2011-08-25,1107292.00
2011-08-26,1119076.00
2011-08-29,1126708.00
2011-08-30,1126732.00
2011-08-31,1120564.00
2011-09-01,1116028.00
2011-09-02,1107688.00
2011-09-06,1114492.00
2011-09-07,1119496.00
2011-09-08,1119748.00
2011-09-09,1111792.00
2011-09-12,1114732.00
2011-09-13,1120324.00
2011-09-14,1125916.00
2011-09-15,1130284.00
2011-09-16,1139296.00
2011-09-19,1152592.00
2011-09-20,1154764.00
2011-09-21,1153204.00
2011-09-22,1140868.00
2011-09-23,1143832.00
2011-09-26,1142488.00
2011-09-27,1137808.00
2011-09-28,1135120.00
2011-09-29,1127428.00
2011-09-30,1116376.00
2011-10-03,1108348.00
2011-10-04,1105840.00
2011-10-05,1112704.00
2011-10-06,1111660.00
2011-10-07,1102612.00
2011-10-10,1125328.00
2011-10-11,1139044.00
2011-10-12,1141312.00
2011-10-13,1148764.00
2011-10-14,1164988.00
2011-10-17,1162576.00
2011-10-18,1165264.00
2011-10-19,1137052.00
2011-10-20,1133092.00
2011-10-21,1130176.00
2011-10-24,1145596.00
2011-10-25,1136032.00
2011-10-26,1139416.00
2011-10-27,1144300.00
2011-10-28,1144612.00
2011-10-31,1144408.00
2011-11-01,1134520.00
2011-11-02,1135600.00
2011-11-03,1142368.00
2011-11-04,1138984.00
2011-11-07,1138372.00
2011-11-08,1146136.00
2011-11-09,1133056.00
2011-11-10,1121032.00
2011-11-11,1120324.00
2011-11-14,1113916.00
2011-11-15,1125352.00
2011-11-16,1120504.00
2011-11-17,1111708.00
2011-11-18,1108756.00
2011-11-21,1101664.00
2011-11-22,1110628.00
2011-11-23,1099252.00
2011-11-25,1095172.00
2011-11-28,1110160.00
2011-11-29,1106668.00
2011-11-30,1117432.00
2011-12-01,1124272.00
2011-12-02,1126384.00
2011-12-05,1130344.00
2011-12-06,1127884.00
2011-12-07,1125664.00
2011-12-08,1127536.00
2011-12-09,1131076.00
2011-12-12,1128940.00
2011-12-13,1125328.00
2011-12-14,1115020.00
2011-12-15,1113532.00
2011-12-16,1116016.00
2011-12-19,1117444.00
2011-12-20,1133860.00
